Date,Region,Product,Quantity,UnitPrice,CustomerSegment,Category,Sales,Profit,Year,Month,YearMonth
2021-07-09,South,Alpha,2,416.79,Consumer,Electronics,833.58,187.72,2021,7,2021-07-01
2021-07-09,South,Alpha,4,638.6,Home Office,Electronics,2554.4,671.53,2021,7,2021-07-01
2021-07-09,North,Delta,1,926.95,Consumer,Electronics,926.95,251.46,2021,7,2021-07-01
2021-07-10,West,Beta,4,957.32,Corporate,Furniture,3829.28,672.31,2021,7,2021-07-01
2021-07-10,South,Alpha,1,989.31,Corporate,Electronics,989.31,-1.18,2021,7,2021-07-01
2021-07-11,South,Gamma,3,226.25,Consumer,Office Supplies,678.75,57.8,2021,7,2021-07-01
2021-07-11,South,Epsilon,7,102.79,Corporate,Furniture,719.53,-0.14,2021,7,2021-07-01
2021-07-13,East,Alpha,6,265.29,Consumer,Electronics,1591.74,195.9,2021,7,2021-07-01
2021-07-13,South,Gamma,2,151.77,Consumer,Office Supplies,303.54,35.39,2021,7,2021-07-01
2021-07-13,East,Beta,4,926.82,Home Office,Furniture,3707.28,560.78,2021,7,2021-07-01
2021-07-15,West,Gamma,6,424.8,Consumer,Office Supplies,2548.8,438.8,2021,7,2021-07-01
2021-07-17,North,Alpha,5,832.77,Consumer,Electronics,4163.85,974.52,2021,7,2021-07-01
2021-07-17,South,Epsilon,4,133.25,Corporate,Furniture,533.0,108.97,2021,7,2021-07-01
2021-07-18,North,Delta,6,853.99,Corporate,Electronics,5123.94,545.56,2021,7,2021-07-01
2021-07-20,South,Delta,5,998.86,Consumer,Electronics,4994.3,387.25,2021,7,2021-07-01
2021-07-20,North,Epsilon,5,278.98,Consumer,Furniture,1394.9,369.83,2021,7,2021-07-01
2021-07-21,North,Gamma,6,606.7,Consumer,Office Supplies,3640.2,133.63,2021,7,2021-07-01
2021-07-21,West,Gamma,3,189.24,Consumer,Office Supplies,567.72,29.19,2021,7,2021-07-01
2021-07-22,North,Gamma,5,764.35,Consumer,Office Supplies,3821.75,216.06,2021,7,2021-07-01
2021-07-22,South,Delta,1,494.38,Home Office,Electronics,494.38,89.27,2021,7,2021-07-01
2021-07-24,West,Alpha,5,792.75,Consumer,Electronics,3963.75,526.69,2021,7,2021-07-01
2021-07-25,East,Epsilon,3,27.0,Corporate,Furniture,81.0,9.52,2021,7,2021-07-01
2021-07-25,West,Alpha,2,71.36,Consumer,Electronics,142.72,1.61,2021,7,2021-07-01
2021-07-26,South,Delta,4,951.04,Home Office,Electronics,3804.16,770.5,2021,7,2021-07-01
2021-07-27,North,Alpha,5,895.58,Consumer,Electronics,4477.9,93.6,2021,7,2021-07-01
2021-07-27,South,Epsilon,5,509.53,Consumer,Furniture,2547.65,112.07,2021,7,2021-07-01
2021-07-27,West,Gamma,4,11.31,Consumer,Office Supplies,45.24,2.36,2021,7,2021-07-01
2021-07-29,West,Beta,3,843.26,Corporate,Furniture,2529.78,173.83,2021,7,2021-07-01
2021-08-02,East,Gamma,3,656.16,Consumer,Office Supplies,1968.48,572.77,2021,8,2021-08-01
2021-08-02,North,Beta,4,207.33,Corporate,Furniture,829.32,176.43,2021,8,2021-08-01
2021-08-03,South,Delta,6,25.26,Consumer,Electronics,151.56,27.0,2021,8,2021-08-01
2021-08-04,South,Delta,8,143.53,Consumer,Electronics,1148.24,271.64,2021,8,2021-08-01
2021-08-04,North,Gamma,7,424.75,Corporate,Office Supplies,2973.25,861.74,2021,8,2021-08-01
2021-08-04,South,Alpha,3,457.62,Home Office,Electronics,1372.86,307.33,2021,8,2021-08-01
2021-08-04,West,Delta,3,936.3,Consumer,Electronics,2808.9,82.01,2021,8,2021-08-01
2021-08-05,South,Alpha,7,208.84,Corporate,Electronics,1461.88,385.53,2021,8,2021-08-01
2021-08-05,South,Delta,2,715.13,Consumer,Electronics,1430.26,133.87,2021,8,2021-08-01
2021-08-05,North,Epsilon,3,953.72,Consumer,Furniture,2861.16,793.29,2021,8,2021-08-01
2021-08-06,West,Epsilon,6,218.54,Consumer,Furniture,1311.24,386.46,2021,8,2021-08-01
2021-08-06,East,Epsilon,2,918.13,Corporate,Furniture,1836.26,56.39,2021,8,2021-08-01
2021-08-06,West,Epsilon,6,238.84,Consumer,Furniture,1433.04,424.76,2021,8,2021-08-01
2021-08-08,North,Alpha,7,886.58,Consumer,Electronics,6206.06,1719.84,2021,8,2021-08-01
2021-08-11,South,Delta,5,297.39,Consumer,Electronics,1486.95,468.08,2021,8,2021-08-01
2021-08-12,East,Delta,5,853.83,Corporate,Electronics,4269.15,1076.84,2021,8,2021-08-01
2021-08-12,West,Beta,3,941.81,Corporate,Furniture,2825.43,486.99,2021,8,2021-08-01
2021-08-13,East,Beta,2,584.24,Consumer,Furniture,1168.48,272.28,2021,8,2021-08-01
2021-08-13,North,Epsilon,6,682.28,Consumer,Furniture,4093.68,932.92,2021,8,2021-08-01
2021-08-14,East,Epsilon,2,903.2,Corporate,Furniture,1806.4,233.86,2021,8,2021-08-01
2021-08-14,North,Beta,6,345.25,Consumer,Furniture,2071.5,317.09,2021,8,2021-08-01
2021-08-14,East,Beta,5,759.59,Consumer,Furniture,3797.95,622.11,2021,8,2021-08-01
2021-08-16,East,Alpha,3,675.5,Consumer,Electronics,2026.5,344.31,2021,8,2021-08-01
2021-08-16,South,Beta,4,528.73,Corporate,Furniture,2114.92,511.95,2021,8,2021-08-01
2021-08-17,South,Beta,5,857.57,Consumer,Furniture,4287.85,860.9,2021,8,2021-08-01
2021-08-18,South,Delta,1,342.72,Corporate,Electronics,342.72,-34.92,2021,8,2021-08-01
2021-08-19,North,Alpha,6,564.92,Consumer,Electronics,3389.52,1069.94,2021,8,2021-08-01
2021-08-19,East,Beta,5,14.06,Consumer,Furniture,70.3,-12.27,2021,8,2021-08-01
2021-08-19,West,Beta,6,517.85,Corporate,Furniture,3107.1,1070.87,2021,8,2021-08-01
2021-08-21,West,Epsilon,3,278.75,Corporate,Furniture,836.25,210.92,2021,8,2021-08-01
2021-08-21,North,Epsilon,5,408.13,Consumer,Furniture,2040.65,520.4,2021,8,2021-08-01
2021-08-23,East,Gamma,2,474.32,Consumer,Office Supplies,948.64,135.03,2021,8,2021-08-01
2021-08-24,North,Beta,4,725.5,Consumer,Furniture,2902.0,816.76,2021,8,2021-08-01
2021-08-24,East,Beta,4,219.86,Consumer,Furniture,879.44,162.61,2021,8,2021-08-01
2021-08-25,South,Epsilon,5,201.01,Corporate,Furniture,1005.05,207.96,2021,8,2021-08-01
2021-08-27,West,Epsilon,4,130.09,Consumer,Furniture,520.36,9.6,2021,8,2021-08-01
2021-08-30,South,Beta,3,469.49,Corporate,Furniture,1408.47,420.32,2021,8,2021-08-01
2021-08-30,North,Epsilon,4,956.66,Consumer,Furniture,3826.64,316.72,2021,8,2021-08-01
2021-08-31,North,Gamma,3,383.22,Consumer,Office Supplies,1149.66,354.66,2021,8,2021-08-01
2021-09-01,South,Gamma,4,72.69,Consumer,Office Supplies,290.76,70.52,2021,9,2021-09-01
2021-09-02,East,Gamma,8,775.68,Corporate,Office Supplies,6205.44,1767.67,2021,9,2021-09-01
2021-09-03,South,Delta,3,932.58,Home Office,Electronics,2797.74,12.22,2021,9,2021-09-01
2021-09-04,West,Epsilon,4,553.23,Consumer,Furniture,2212.92,282.17,2021,9,2021-09-01
2021-09-04,North,Delta,5,614.64,Corporate,Electronics,3073.2,254.44,2021,9,2021-09-01
2021-09-06,North,Gamma,4,261.71,Corporate,Office Supplies,1046.84,47.63,2021,9,2021-09-01
2021-09-06,North,Epsilon,3,822.14,Consumer,Furniture,2466.42,521.37,2021,9,2021-09-01
2021-09-07,South,Gamma,3,47.77,Corporate,Office Supplies,143.31,3.77,2021,9,2021-09-01
2021-09-07,South,Alpha,4,750.63,Consumer,Electronics,3002.52,350.42,2021,9,2021-09-01
2021-09-08,North,Delta,5,452.25,Consumer,Electronics,2261.25,216.62,2021,9,2021-09-01
2021-09-08,North,Epsilon,1,887.86,Corporate,Furniture,887.86,20.83,2021,9,2021-09-01
2021-09-10,South,Epsilon,4,207.47,Consumer,Furniture,829.88,188.28,2021,9,2021-09-01
2021-09-10,East,Gamma,6,880.27,Corporate,Office Supplies,5281.62,1161.31,2021,9,2021-09-01
2021-09-11,North,Delta,4,851.48,Consumer,Electronics,3405.92,474.35,2021,9,2021-09-01
2021-09-11,South,Gamma,6,467.91,Consumer,Office Supplies,2807.46,403.43,2021,9,2021-09-01
2021-09-13,West,Gamma,5,877.59,Corporate,Office Supplies,4387.95,240.37,2021,9,2021-09-01
2021-09-15,West,Epsilon,1,780.76,Consumer,Furniture,780.76,170.44,2021,9,2021-09-01
2021-09-16,West,Alpha,5,476.65,Home Office,Electronics,2383.25,312.99,2021,9,2021-09-01
2021-09-16,South,Alpha,5,433.14,Corporate,Electronics,2165.7,445.32,2021,9,2021-09-01
2021-09-18,South,Alpha,2,755.85,Consumer,Electronics,1511.7,247.72,2021,9,2021-09-01
2021-09-18,North,Gamma,11,438.38,Corporate,Office Supplies,4822.18,1063.85,2021,9,2021-09-01
2021-09-18,West,Epsilon,4,106.28,Consumer,Furniture,425.12,-9.03,2021,9,2021-09-01
2021-09-20,West,Alpha,3,243.29,Consumer,Electronics,729.87,72.54,2021,9,2021-09-01
2021-09-21,South,Beta,3,506.69,Corporate,Furniture,1520.07,38.05,2021,9,2021-09-01
2021-09-22,East,Beta,3,500.0,Consumer,Furniture,1500.0,71.87,2021,9,2021-09-01
2021-09-23,West,Delta,3,906.9,Consumer,Electronics,2720.7,107.4,2021,9,2021-09-01
2021-09-25,North,Alpha,3,246.31,Consumer,Electronics,738.93,43.2,2021,9,2021-09-01
2021-09-25,North,Beta,5,809.58,Corporate,Furniture,4047.9,271.0,2021,9,2021-09-01
2021-09-26,North,Epsilon,3,624.92,Consumer,Furniture,1874.76,616.55,2021,9,2021-09-01
2021-09-27,East,Gamma,6,642.35,Corporate,Office Supplies,3854.1,1294.9,2021,9,2021-09-01
2021-09-27,West,Epsilon,6,338.85,Corporate,Furniture,2033.1,151.26,2021,9,2021-09-01
2021-09-29,South,Gamma,1,985.58,Consumer,Office Supplies,985.58,92.37,2021,9,2021-09-01
2021-10-01,East,Alpha,3,445.42,Corporate,Electronics,1336.26,341.78,2021,10,2021-10-01
2021-10-02,North,Epsilon,5,762.9,Consumer,Furniture,3814.5,837.38,2021,10,2021-10-01
2021-10-04,East,Gamma,3,699.57,Consumer,Office Supplies,2098.71,475.49,2021,10,2021-10-01
2021-10-04,North,Alpha,3,349.01,Corporate,Electronics,1047.03,308.87,2021,10,2021-10-01
2021-10-05,North,Delta,1,621.68,Consumer,Electronics,621.68,84.73,2021,10,2021-10-01
2021-10-06,South,Epsilon,4,450.98,Consumer,Furniture,1803.92,52.72,2021,10,2021-10-01
2021-10-07,South,Epsilon,7,323.9,Consumer,Furniture,2267.3,328.63,2021,10,2021-10-01
2021-10-07,West,Gamma,2,71.69,Corporate,Office Supplies,143.38,5.36,2021,10,2021-10-01
2021-10-08,South,Beta,4,258.3,Corporate,Furniture,1033.2,321.14,2021,10,2021-10-01
2021-10-11,North,Alpha,6,273.09,Home Office,Electronics,1638.54,437.97,2021,10,2021-10-01
2021-10-12,South,Delta,3,689.95,Home Office,Electronics,2069.85,158.21,2021,10,2021-10-01
2021-10-12,South,Delta,5,543.09,Consumer,Electronics,2715.45,495.86,2021,10,2021-10-01
2021-10-12,West,Epsilon,3,600.2,Consumer,Furniture,1800.6,97.96,2021,10,2021-10-01
2021-10-12,West,Epsilon,4,317.6,Consumer,Furniture,1270.4,415.05,2021,10,2021-10-01
2021-10-13,South,Beta,3,358.94,Corporate,Furniture,1076.82,83.25,2021,10,2021-10-01
2021-10-15,South,Delta,6,597.92,Consumer,Electronics,3587.52,1208.0,2021,10,2021-10-01
2021-10-16,North,Gamma,6,73.73,Consumer,Office Supplies,442.38,120.98,2021,10,2021-10-01
2021-10-16,South,Beta,6,648.27,Corporate,Furniture,3889.62,806.85,2021,10,2021-10-01
2021-10-20,South,Beta,3,548.46,Corporate,Furniture,1645.38,289.35,2021,10,2021-10-01
2021-10-20,North,Gamma,7,89.71,Consumer,Office Supplies,627.97,52.54,2021,10,2021-10-01
2021-10-21,South,Delta,5,249.05,Consumer,Electronics,1245.25,300.15,2021,10,2021-10-01
2021-10-22,East,Alpha,3,886.38,Consumer,Electronics,2659.14,578.86,2021,10,2021-10-01
2021-10-22,South,Delta,1,921.33,Consumer,Electronics,921.33,26.69,2021,10,2021-10-01
2021-10-23,West,Alpha,6,868.2,Corporate,Electronics,5209.2,571.07,2021,10,2021-10-01
2021-10-23,East,Epsilon,6,983.43,Consumer,Furniture,5900.58,376.61,2021,10,2021-10-01
2021-10-23,North,Alpha,5,367.63,Corporate,Electronics,1838.15,342.87,2021,10,2021-10-01
2021-10-28,East,Delta,5,565.66,Consumer,Electronics,2828.3,491.14,2021,10,2021-10-01
2021-10-29,South,Alpha,6,427.13,Consumer,Electronics,2562.78,151.37,2021,10,2021-10-01
2021-10-29,North,Epsilon,3,964.5,Consumer,Furniture,2893.5,236.72,2021,10,2021-10-01
2021-10-30,West,Epsilon,5,577.93,Corporate,Furniture,2889.65,681.84,2021,10,2021-10-01
2021-10-30,South,Epsilon,3,992.97,Consumer,Furniture,2978.91,474.65,2021,10,2021-10-01
2021-11-01,East,Gamma,6,53.9,Consumer,Office Supplies,323.4,48.25,2021,11,2021-11-01
2021-11-02,East,Gamma,2,791.11,Consumer,Office Supplies,1582.22,497.31,2021,11,2021-11-01
2021-11-03,North,Delta,7,405.41,Consumer,Electronics,2837.87,687.68,2021,11,2021-11-01
2021-11-05,West,Delta,1,370.86,Corporate,Electronics,370.86,61.82,2021,11,2021-11-01
2021-11-07,North,Gamma,4,406.15,Home Office,Office Supplies,1624.6,75.41,2021,11,2021-11-01
2021-11-08,South,Delta,6,473.64,Corporate,Electronics,2841.84,371.85,2021,11,2021-11-01
2021-11-09,West,Gamma,1,889.44,Corporate,Office Supplies,889.44,180.96,2021,11,2021-11-01
2021-11-09,West,Gamma,3,546.62,Home Office,Office Supplies,1639.86,279.01,2021,11,2021-11-01
2021-11-10,East,Epsilon,6,398.82,Consumer,Furniture,2392.92,176.87,2021,11,2021-11-01
2021-11-11,East,Delta,5,766.76,Consumer,Electronics,3833.8,517.06,2021,11,2021-11-01
2021-11-12,North,Gamma,5,945.43,Corporate,Office Supplies,4727.15,514.3,2021,11,2021-11-01
2021-11-13,North,Beta,4,965.8,Consumer,Furniture,3863.2,703.83,2021,11,2021-11-01
2021-11-14,South,Alpha,2,771.54,Corporate,Electronics,1543.08,297.19,2021,11,2021-11-01
2021-11-14,East,Beta,2,348.67,Consumer,Furniture,697.34,3.7,2021,11,2021-11-01
2021-11-14,West,Beta,8,959.21,Consumer,Furniture,7673.68,1502.53,2021,11,2021-11-01
2021-11-14,East,Gamma,6,969.32,Consumer,Office Supplies,5815.92,336.1,2021,11,2021-11-01
2021-11-14,North,Gamma,5,127.14,Consumer,Office Supplies,635.7,85.08,2021,11,2021-11-01
2021-11-16,East,Epsilon,3,246.34,Consumer,Furniture,739.02,89.13,2021,11,2021-11-01
2021-11-17,North,Beta,4,88.97,Corporate,Furniture,355.88,6.44,2021,11,2021-11-01
2021-11-17,East,Delta,5,345.64,Corporate,Electronics,1728.2,-11.6,2021,11,2021-11-01
2021-11-20,South,Gamma,4,269.54,Consumer,Office Supplies,1078.16,227.76,2021,11,2021-11-01
2021-11-20,West,Alpha,4,87.09,Home Office,Electronics,348.36,88.91,2021,11,2021-11-01
2021-11-22,South,Alpha,4,895.29,Consumer,Electronics,3581.16,645.08,2021,11,2021-11-01
2021-11-23,North,Delta,7,881.78,Consumer,Electronics,6172.46,1554.64,2021,11,2021-11-01
2021-11-24,East,Alpha,4,51.19,Corporate,Electronics,204.76,60.58,2021,11,2021-11-01
2021-11-24,East,Beta,2,815.13,Home Office,Furniture,1630.26,13.06,2021,11,2021-11-01
2021-11-25,North,Delta,4,650.13,Consumer,Electronics,2600.52,97.03,2021,11,2021-11-01
2021-11-25,West,Beta,4,615.42,Corporate,Furniture,2461.68,175.96,2021,11,2021-11-01
2021-11-26,North,Beta,3,676.28,Consumer,Furniture,2028.84,392.09,2021,11,2021-11-01
2021-11-26,North,Epsilon,2,110.54,Consumer,Furniture,221.08,-18.43,2021,11,2021-11-01
2021-11-27,East,Gamma,5,272.69,Consumer,Office Supplies,1363.45,89.35,2021,11,2021-11-01
2021-11-30,North,Alpha,7,964.31,Consumer,Electronics,6750.17,1974.65,2021,11,2021-11-01
2021-11-30,South,Gamma,4,42.33,Home Office,Office Supplies,169.32,10.39,2021,11,2021-11-01
2021-12-01,North,Gamma,4,642.34,Corporate,Office Supplies,2569.36,752.91,2021,12,2021-12-01
2021-12-01,North,Gamma,3,72.44,Consumer,Office Supplies,217.32,27.85,2021,12,2021-12-01
2021-12-01,East,Delta,7,442.99,Home Office,Electronics,3100.93,374.23,2021,12,2021-12-01
2021-12-02,South,Gamma,8,341.7,Corporate,Office Supplies,2733.6,398.91,2021,12,2021-12-01
2021-12-02,North,Beta,5,361.39,Corporate,Furniture,1806.95,102.98,2021,12,2021-12-01
2021-12-03,South,Epsilon,5,249.13,Consumer,Furniture,1245.65,284.9,2021,12,2021-12-01
2021-12-04,West,Beta,4,678.6,Corporate,Furniture,2714.4,27.08,2021,12,2021-12-01
2021-12-04,West,Epsilon,5,475.84,Consumer,Furniture,2379.2,674.03,2021,12,2021-12-01
2021-12-04,North,Epsilon,2,898.23,Home Office,Furniture,1796.46,341.38,2021,12,2021-12-01
2021-12-04,East,Alpha,4,521.49,Consumer,Electronics,2085.96,166.85,2021,12,2021-12-01
2021-12-05,West,Beta,3,590.26,Corporate,Furniture,1770.78,147.79,2021,12,2021-12-01
2021-12-05,West,Alpha,5,605.07,Corporate,Electronics,3025.35,605.75,2021,12,2021-12-01
2021-12-06,West,Beta,4,993.43,Corporate,Furniture,3973.72,1179.6,2021,12,2021-12-01
2021-12-07,South,Epsilon,4,960.13,Consumer,Furniture,3840.52,534.42,2021,12,2021-12-01
2021-12-08,North,Alpha,4,874.14,Corporate,Electronics,3496.56,1102.3,2021,12,2021-12-01
2021-12-08,West,Delta,3,93.27,Consumer,Electronics,279.81,-11.38,2021,12,2021-12-01
2021-12-10,West,Gamma,1,619.69,Corporate,Office Supplies,619.69,99.22,2021,12,2021-12-01
2021-12-12,East,Epsilon,4,955.36,Consumer,Furniture,3821.44,68.0,2021,12,2021-12-01
2021-12-12,East,Delta,2,881.49,Corporate,Electronics,1762.98,450.95,2021,12,2021-12-01
2021-12-12,East,Alpha,4,132.02,Consumer,Electronics,528.08,32.56,2021,12,2021-12-01
2021-12-13,East,Epsilon,4,677.01,Consumer,Furniture,2708.04,350.39,2021,12,2021-12-01
2021-12-14,North,Delta,3,462.33,Consumer,Electronics,1386.99,369.87,2021,12,2021-12-01
2021-12-15,South,Alpha,5,525.14,Consumer,Electronics,2625.7,122.46,2021,12,2021-12-01
2021-12-15,North,Beta,6,341.94,Home Office,Furniture,2051.64,485.92,2021,12,2021-12-01
2021-12-16,North,Delta,2,262.33,Consumer,Electronics,524.66,9.51,2021,12,2021-12-01
2021-12-16,East,Epsilon,3,254.7,Home Office,Furniture,764.1,54.69,2021,12,2021-12-01
2021-12-19,South,Gamma,4,595.08,Consumer,Office Supplies,2380.32,592.24,2021,12,2021-12-01
2021-12-19,West,Beta,2,693.31,Consumer,Furniture,1386.62,48.26,2021,12,2021-12-01
2021-12-22,West,Delta,4,680.42,Consumer,Electronics,2721.68,552.17,2021,12,2021-12-01
2021-12-22,North,Delta,2,332.72,Corporate,Electronics,665.44,-13.6,2021,12,2021-12-01
2021-12-22,South,Beta,6,936.61,Consumer,Furniture,5619.66,200.9,2021,12,2021-12-01
2021-12-23,East,Beta,5,227.93,Corporate,Furniture,1139.65,63.06,2021,12,2021-12-01
2021-12-24,South,Delta,3,664.83,Consumer,Electronics,1994.49,319.48,2021,12,2021-12-01
2021-12-26,West,Epsilon,4,352.94,Corporate,Furniture,1411.76,274.75,2021,12,2021-12-01
2021-12-26,West,Beta,3,744.19,Consumer,Furniture,2232.57,178.57,2021,12,2021-12-01
2021-12-29,South,Alpha,3,331.31,Consumer,Electronics,993.93,206.84,2021,12,2021-12-01
2021-12-29,South,Gamma,6,396.93,Consumer,Office Supplies,2381.58,754.77,2021,12,2021-12-01
2021-12-29,North,Epsilon,5,105.29,Home Office,Furniture,526.45,64.52,2021,12,2021-12-01
2021-12-29,South,Delta,1,820.95,Corporate,Electronics,820.95,91.01,2021,12,2021-12-01
2021-12-30,South,Gamma,3,898.32,Corporate,Office Supplies,2694.96,700.92,2021,12,2021-12-01
2021-12-31,North,Beta,2,283.9,Corporate,Furniture,567.8,3.65,2021,12,2021-12-01
2021-12-31,West,Delta,2,137.81,Consumer,Electronics,275.62,15.71,2021,12,2021-12-01
2021-12-31,North,Gamma,6,169.55,Consumer,Office Supplies,1017.3,92.01,2021,12,2021-12-01
2022-01-05,North,Alpha,4,172.62,Home Office,Electronics,690.48,131.58,2022,1,2022-01-01
2022-01-06,South,Alpha,3,785.15,Corporate,Electronics,2355.45,310.87,2022,1,2022-01-01
2022-01-07,West,Delta,6,614.4,Corporate,Electronics,3686.4,1198.98,2022,1,2022-01-01
2022-01-08,South,Delta,2,616.73,Corporate,Electronics,1233.46,203.24,2022,1,2022-01-01
2022-01-09,South,Epsilon,5,831.23,Home Office,Furniture,4156.15,570.91,2022,1,2022-01-01
2022-01-09,East,Alpha,5,889.83,Corporate,Electronics,4449.15,187.5,2022,1,2022-01-01
2022-01-10,East,Alpha,2,264.99,Home Office,Electronics,529.98,56.45,2022,1,2022-01-01
2022-01-11,West,Epsilon,4,931.4,Consumer,Furniture,3725.6,554.14,2022,1,2022-01-01
2022-01-11,North,Alpha,4,973.65,Consumer,Electronics,3894.6,384.19,2022,1,2022-01-01
2022-01-12,East,Gamma,6,318.85,Consumer,Office Supplies,1913.1,384.15,2022,1,2022-01-01
2022-01-13,South,Beta,6,969.64,Corporate,Furniture,5817.84,1695.97,2022,1,2022-01-01
2022-01-14,South,Epsilon,3,185.3,Consumer,Furniture,555.9,105.73,2022,1,2022-01-01
2022-01-15,South,Alpha,7,311.89,Corporate,Electronics,2183.23,369.08,2022,1,2022-01-01
2022-01-15,South,Alpha,4,757.38,Corporate,Electronics,3029.52,196.39,2022,1,2022-01-01
2022-01-16,East,Beta,3,782.97,Consumer,Furniture,2348.91,287.27,2022,1,2022-01-01
2022-01-16,East,Delta,2,503.56,Corporate,Electronics,1007.12,132.04,2022,1,2022-01-01
2022-01-18,East,Alpha,2,369.11,Consumer,Electronics,738.22,30.37,2022,1,2022-01-01
2022-01-20,South,Beta,6,176.88,Consumer,Furniture,1061.28,126.79,2022,1,2022-01-01
2022-01-20,South,Beta,3,289.01,Home Office,Furniture,867.03,255.78,2022,1,2022-01-01
2022-01-21,East,Delta,5,665.87,Corporate,Electronics,3329.35,989.75,2022,1,2022-01-01
2022-01-21,North,Alpha,6,555.43,Consumer,Electronics,3332.58,457.9,2022,1,2022-01-01
2022-01-21,North,Gamma,2,709.63,Corporate,Office Supplies,1419.26,204.0,2022,1,2022-01-01
2022-01-22,South,Alpha,3,584.03,Consumer,Electronics,1752.09,15.14,2022,1,2022-01-01
2022-01-22,South,Beta,4,880.39,Corporate,Furniture,3521.56,251.47,2022,1,2022-01-01
2022-01-23,East,Epsilon,2,350.52,Corporate,Furniture,701.04,49.11,2022,1,2022-01-01
2022-01-24,West,Epsilon,4,95.81,Consumer,Furniture,383.24,52.83,2022,1,2022-01-01
2022-01-24,West,Delta,2,346.82,Corporate,Electronics,693.64,98.86,2022,1,2022-01-01
2022-01-25,North,Beta,2,690.9,Consumer,Furniture,1381.8,460.21,2022,1,2022-01-01
2022-01-26,North,Beta,3,435.52,Corporate,Furniture,1306.56,255.06,2022,1,2022-01-01
2022-01-26,North,Alpha,3,261.8,Consumer,Electronics,785.4,222.34,2022,1,2022-01-01
2022-01-27,South,Epsilon,3,841.23,Corporate,Furniture,2523.69,623.5,2022,1,2022-01-01
2022-01-28,West,Epsilon,6,548.79,Consumer,Furniture,3292.74,391.91,2022,1,2022-01-01
2022-01-30,West,Alpha,4,251.7,Corporate,Electronics,1006.8,-7.82,2022,1,2022-01-01
2022-01-31,South,Gamma,5,800.72,Consumer,Office Supplies,4003.6,917.7,2022,1,2022-01-01
2022-01-31,South,Beta,5,250.94,Home Office,Furniture,1254.7,237.64,2022,1,2022-01-01
2022-01-31,South,Epsilon,5,556.23,Corporate,Furniture,2781.15,479.38,2022,1,2022-01-01
2022-01-31,West,Alpha,4,995.59,Consumer,Electronics,3982.36,338.4,2022,1,2022-01-01
2022-02-01,South,Gamma,4,894.41,Home Office,Office Supplies,3577.64,688.05,2022,2,2022-02-01
2022-02-01,West,Epsilon,2,351.99,Consumer,Furniture,703.98,156.91,2022,2,2022-02-01
2022-02-01,South,Beta,2,172.57,Consumer,Furniture,345.14,80.2,2022,2,2022-02-01
2022-02-02,South,Beta,4,409.7,Home Office,Furniture,1638.8,215.88,2022,2,2022-02-01
2022-02-02,North,Epsilon,4,277.76,Home Office,Furniture,1111.04,18.95,2022,2,2022-02-01
2022-02-02,South,Alpha,5,309.73,Consumer,Electronics,1548.65,450.4,2022,2,2022-02-01
2022-02-03,South,Delta,7,411.17,Corporate,Electronics,2878.19,480.53,2022,2,2022-02-01
2022-02-04,South,Gamma,5,452.91,Home Office,Office Supplies,2264.55,66.22,2022,2,2022-02-01
2022-02-05,East,Gamma,4,481.04,Home Office,Office Supplies,1924.16,502.23,2022,2,2022-02-01
2022-02-05,North,Beta,6,41.3,Home Office,Furniture,247.8,12.99,2022,2,2022-02-01
2022-02-05,West,Gamma,7,11.85,Home Office,Office Supplies,82.95,23.44,2022,2,2022-02-01
2022-02-05,North,Alpha,2,933.17,Consumer,Electronics,1866.34,421.84,2022,2,2022-02-01
2022-02-05,West,Gamma,4,860.83,Home Office,Office Supplies,3443.32,737.52,2022,2,2022-02-01
2022-02-05,West,Beta,2,791.18,Consumer,Furniture,1582.36,260.24,2022,2,2022-02-01
2022-02-06,West,Gamma,4,632.0,Consumer,Office Supplies,2528.0,798.93,2022,2,2022-02-01
2022-02-06,North,Beta,4,197.45,Home Office,Furniture,789.8,16.1,2022,2,2022-02-01
2022-02-06,North,Gamma,3,569.88,Consumer,Office Supplies,1709.64,520.12,2022,2,2022-02-01
2022-02-07,North,Gamma,5,439.89,Consumer,Office Supplies,2199.45,171.92,2022,2,2022-02-01
2022-02-08,South,Delta,3,631.8,Corporate,Electronics,1895.4,312.06,2022,2,2022-02-01
2022-02-08,West,Epsilon,3,202.29,Corporate,Furniture,606.87,-16.23,2022,2,2022-02-01
2022-02-09,West,Delta,5,635.16,Consumer,Electronics,3175.8,93.64,2022,2,2022-02-01
2022-02-10,East,Alpha,3,151.73,Corporate,Electronics,455.19,108.73,2022,2,2022-02-01
2022-02-11,North,Delta,5,822.64,Consumer,Electronics,4113.2,1053.35,2022,2,2022-02-01
2022-02-12,South,Delta,2,505.09,Consumer,Electronics,1010.18,170.94,2022,2,2022-02-01
2022-02-14,North,Delta,5,512.61,Corporate,Electronics,2563.05,599.7,2022,2,2022-02-01
2022-02-17,South,Gamma,5,258.04,Corporate,Office Supplies,1290.2,221.12,2022,2,2022-02-01
2022-02-18,South,Beta,1,956.93,Consumer,Furniture,956.93,115.14,2022,2,2022-02-01
2022-02-18,North,Alpha,3,198.84,Consumer,Electronics,596.52,115.74,2022,2,2022-02-01
2022-02-22,South,Delta,1,362.69,Consumer,Electronics,362.69,52.29,2022,2,2022-02-01
2022-02-22,North,Delta,5,534.6,Home Office,Electronics,2673.0,381.32,2022,2,2022-02-01
